user_id,heart_rate,blood_oxygen,step_count,sleep_duration,activity_level,stress_level
2619,46.04,95.69,89.53,7.59,"Highly Active",3
1320,70.72,98.98,2900.86,NULL,Active,10
2342,67.22,95.70,7132.78,6.17,Sedentary,6
2636,70.44,98.86,8233.15,5.63,NULL,2
3376,67.67,100.00,9813.43,8.73,Sedentary,9
3832,80.63,99.19,13796.05,6.70,Active,9
3824,91.50,97.11,860.10,5.15,NULL,4
2994,81.89,100.00,604.95,5.01,Sedentary,9
2943,84.47,98.50,4005.82,5.98,Sedentary,8
4621,207.43,96.69,20577.68,8.05,Active,3
3038,80.41,98.15,20112.71,6.61,Sedentary,5
4490,90.73,95.57,1069.22,4.70,Active,4
4677,40.00,100.00,8225.99,9.29,Sedentary,6
2118,75.40,98.61,486.26,4.97,Active,3
4888,79.62,96.95,3615.68,4.67,Sedentary,3
2604,52.78,99.04,12903.29,6.37,Sedentary,1
3365,78.31,97.01,4325.75,7.20,Active,10
1235,88.72,97.61,239.34,5.15,Active,3
2969,71.64,98.00,1924.09,NULL,Active,5
1333,84.85,100.00,632.31,5.76,Active,4
2908,90.34,95.75,3672.52,10.17,Active,4
1375,95.14,99.55,8351.21,7.00,"Highly Active",10
4530,92.43,96.59,7559.03,4.87,"Highly Active",10
2160,95.48,100.00,8884.31,5.44,Active,7
3635,67.51,96.17,3389.47,7.24,"Highly Active",7
2570,69.15,96.21,2157.86,5.28,Active,10
3560,40.00,99.54,410.32,6.39,Active,5
2319,59.02,98.00,19880.12,9.45,"Highly Active",6
4391,93.28,99.63,881.17,7.46,"Highly Active",1
3965,65.93,100.00,1374.18,7.39,Sedentary,6
4643,80.96,98.38,177.23,9.48,Sedentary,1
2855,78.61,100.00,2670.55,5.36,"Highly Active",10
2372,93.61,94.11,11958.89,6.48,Sedentary,9
4850,80.29,97.61,7675.94,5.56,NULL,8
1872,80.05,100.00,23576.62,6.12,Sedentary,2
2252,62.13,93.65,15613.84,5.82,Sedentary,6
3317,89.40,96.54,1388.92,5.51,"Highly Active",8
2851,54.01,95.37,3115.35,6.06,Active,4
3845,90.97,98.43,9736.07,5.52,"Highly Active",5
2314,42.66,98.51,26609.22,6.99,"Highly Active",5
4236,72.90,99.61,2034.46,8.03,Active,2
3052,78.26,100.00,997.58,7.59,Active,7
3898,46.98,98.73,4784.59,7.17,Active,10
4450,90.64,95.34,1500.60,5.81,"Highly Active",5
1077,86.30,96.89,1807.90,6.57,"Highly Active",1
4481,103.55,99.37,7044.12,6.31,Sedentary,3
3621,NULL,98.50,5062.87,6.54,Sedentary,9
1131,63.95,96.71,900.35,4.49,"Highly Active",10
1600,58.93,100.00,1167.99,6.66,Sedentary,6
2772,68.69,99.18,137.38,6.99,"Highly Active",1
2065,107.71,100.00,1736.18,8.67,Active,8
3136,75.71,98.76,15282.00,4.99,Active,9
3449,76.35,96.57,11026.38,4.72,"Highly Active",6
3343,95.69,100.00,3750.39,7.98,"Highly Active",5
2863,57.53,99.37,9481.78,4.23,Active,6
2318,83.08,99.07,3657.56,8.68,Active,5
1615,82.75,99.81,10995.02,8.27,Sedentary,2
4597,89.36,97.48,1405.79,7.37,Active,8
3847,87.78,99.14,1158.39,4.22,"Highly Active",2
4762,74.12,97.79,568.02,6.26,Active,4
4708,54.25,96.53,1937.72,NULL,Active,7
3469,66.53,95.31,1107.36,6.93,"Highly Active",5
2888,87.63,93.97,11218.67,7.33,Active,7
1574,56.66,96.52,5082.70,8.09,Active,4
3190,55.67,97.00,9879.77,7.28,Active,10
1992,51.39,96.46,7912.33,7.27,"Highly Active",9
3712,63.49,94.95,1602.28,6.16,"Highly Active",9
3192,89.21,100.00,561.43,7.08,Sedentary,10
2248,94.74,100.00,16993.99,3.29,Sedentary,7
4054,43.82,94.41,6809.91,7.10,Active,10
1502,56.92,98.77,8582.66,8.99,Sedentary,2
3665,61.98,99.62,1935.87,7.50,Sedentary,5
4687,NULL,100.00,5294.36,7.66,Active,3
3151,69.04,99.56,567.57,8.31,Sedentary,7
4110,82.71,96.16,11265.24,6.20,Sedentary,2
2970,46.10,96.59,7439.44,7.98,Active,9
1197,67.19,97.13,10037.64,NULL,Sedentary,7
2669,95.50,99.39,5895.77,6.60,Sedentary,10
3626,96.07,97.56,6037.74,8.53,Active,3
3438,99.97,99.38,6420.61,5.47,Sedentary,9
2202,80.90,98.02,10732.49,5.53,"Highly Active",3
3601,65.17,97.87,1787.73,2.96,Sedentary,7
2471,77.62,98.24,8009.64,5.11,Active,9
4571,112.92,97.93,5631.77,5.84,"Highly Active",5
4086,67.04,94.88,4783.87,6.42,"Highly Active",2
2646,102.49,96.10,5449.51,7.17,"Highly Active",4
2692,40.00,100.00,2224.10,7.82,"Highly Active",3
2312,83.58,98.95,264.50,4.51,Active,1
3035,84.71,100.00,9965.47,6.66,"Highly Active",4
1477,80.60,96.23,17353.04,5.03,Active,1
2254,81.59,97.99,4587.76,4.50,"Highly Active",1
1922,82.85,97.61,12736.87,6.99,Sedentary,4
1419,83.55,95.91,5671.80,6.65,Active,7
3204,70.04,94.64,18645.11,7.24,"Highly Active",5
3597,70.93,96.02,4970.88,7.37,"Highly Active",8
4512,54.59,100.00,1604.60,5.78,Active,7
2120,85.99,97.04,14287.75,8.14,Active,7
4068,94.53,97.37,11275.58,5.12,"Highly Active",2
4044,101.17,97.98,3552.61,4.92,"Highly Active",4
4482,62.68,98.33,12912.20,7.10,Active,7
1950,49.14,97.40,63.64,6.82,Active,3
3336,80.64,97.22,11257.22,5.29,"Highly Active",3
2277,57.67,98.80,8154.17,5.25,"Highly Active",2
3243,83.58,100.00,3342.62,7.07,Active,7
3645,41.92,96.77,10977.60,6.88,Active,3
2857,91.31,94.94,948.03,4.94,Active,2
4593,77.30,96.75,1591.11,5.54,"Highly Active",6
1516,46.18,97.80,5338.68,5.13,Active,6
2658,79.56,94.32,14901.97,3.32,"Highly Active",3
2865,76.42,98.20,975.68,NULL,Sedentary,7
3853,40.00,97.41,9520.39,6.04,Active,2
2932,67.93,99.35,6921.30,5.04,Active,3
4230,73.66,97.94,19802.17,5.19,Active,2
1814,70.57,98.31,4606.31,5.19,Sedentary,8
3275,69.73,97.79,14856.13,5.72,Active,6
2900,90.82,98.18,6765.43,4.18,"Highly Active",5
3263,49.03,100.00,9361.64,5.92,Sedentary,10
3995,70.63,99.15,4376.22,5.64,Active,2
4767,71.82,93.93,1284.26,7.81,NULL,2
3062,73.36,98.33,808.63,7.31,"Highly Active",6
4228,60.34,100.00,8027.20,5.93,"Highly Active",5
4332,89.68,94.39,5866.93,4.86,Sedentary,1
4228,108.17,95.96,9594.31,4.61,Sedentary,3
3094,84.60,97.80,10808.23,6.36,"Highly Active",9
3371,86.43,96.41,4988.60,6.65,Sedentary,8
3891,74.93,100.00,2643.27,6.29,Active,10
1129,83.48,97.91,3757.14,7.53,"Highly Active",4
1094,102.70,100.00,12183.69,NULL,Sedentary,2
3674,NULL,97.82,9618.26,7.00,Sedentary,7
3802,64.02,100.00,1932.53,4.93,Sedentary,5
2955,117.16,97.49,3154.28,5.40,Sedentary,9
4363,85.06,97.76,13232.43,7.00,"Highly Active",4
1793,40.00,97.26,163.88,5.17,"Highly Active",3
2834,90.28,94.52,10645.78,5.31,Sedentary,10
4354,59.65,100.00,3624.38,7.15,Active,9
3116,66.39,99.44,11243.32,5.35,"Highly Active",9
2683,113.26,97.97,5626.86,7.94,Sedentary,7
1010,99.83,97.07,5237.76,6.18,"Highly Active",2
4325,104.97,95.54,8465.04,6.24,"Highly Active",9
2865,65.89,96.91,11491.34,6.88,Active,5
3919,70.63,97.93,8276.73,6.30,NULL,6
3597,78.28,98.63,4193.96,6.92,Active,9
4205,88.03,98.93,2708.25,5.12,"Highly Active",7
1711,69.87,96.18,13078.82,2.42,Active,9
3070,103.18,96.26,5149.13,4.38,Sedentary,3
1814,82.37,97.85,10709.88,5.82,Active,9
1345,NULL,97.32,38172.44,7.24,Sedentary,7
3349,63.30,99.35,7227.56,9.74,Sedentary,6
1362,68.72,95.19,2283.47,5.61,Sedentary,7
3443,78.69,99.15,14046.28,5.52,Active,4
3265,NULL,98.12,2238.29,7.01,"Highly Active",10
3188,90.72,96.76,2111.53,6.83,Active,8
4687,91.01,98.64,537.69,6.88,Sedentary,8
4005,71.41,99.18,572.74,6.12,Sedentary,4
4281,84.87,94.19,13879.83,3.53,"Highly Active",8
1984,105.63,100.00,1836.19,6.80,Sedentary,2
4040,90.67,97.91,805.43,6.43,"Highly Active",1
4694,84.78,98.92,3043.41,4.12,"Highly Active",9
2639,94.43,98.87,8751.19,7.37,"Highly Active",8
1827,100.21,98.33,2904.70,7.59,"Highly Active",8
3730,97.77,96.96,2590.15,7.34,Sedentary,7
4531,73.92,98.18,4686.91,5.89,"Highly Active",4
4249,88.53,98.01,150.00,6.83,Active,7
4055,74.18,100.00,32249.52,4.42,Sedentary,4
2347,82.19,97.39,11243.30,6.35,Active,4
4204,53.27,96.16,511.70,4.25,Sedentary,5
3935,80.53,98.09,7445.88,6.30,Sedentary,5
4876,64.63,96.53,4327.74,6.42,"Highly Active",10
2863,57.21,95.78,12250.91,5.27,"Highly Active",9
1126,86.92,96.52,726.07,9.41,"Highly Active",10
4056,78.30,95.43,10962.67,6.82,Sedentary,4
1603,71.45,100.00,13242.58,6.21,Active,8
4870,65.75,100.00,5274.97,7.91,"Highly Active",10
4449,76.76,97.93,139.26,6.00,"Highly Active",9
2928,54.57,95.83,15691.42,4.60,"Highly Active",5
2013,73.56,94.25,3377.54,7.12,"Highly Active",6
1050,104.71,97.44,283.42,NULL,Active,9
4100,57.01,99.30,11957.55,5.23,"Highly Active",1
4533,96.39,97.76,3789.83,5.73,Sedentary,6
4367,106.30,99.88,1474.96,5.79,Active,8
4368,63.22,97.14,11321.52,5.98,Sedentary,2
4797,79.91,97.42,4283.75,5.86,"Highly Active",1
3826,55.50,99.08,6552.05,6.69,Sedentary,4
2430,53.26,95.32,12126.04,5.48,Active,3
2792,77.51,98.40,5173.20,7.15,Active,2
3861,81.14,98.31,819.50,NULL,"Highly Active",8
2636,66.50,97.54,23223.50,4.60,Active,6
4417,63.24,99.38,36109.20,5.88,"Highly Active",10
2645,88.37,94.83,42.30,7.96,Sedentary,9
3467,88.47,97.24,4628.67,6.46,NULL,4
2205,84.64,96.61,8543.92,5.81,Active,10
4030,69.22,97.77,16573.74,6.44,Sedentary,6
3872,58.87,96.02,10609.62,4.69,Active,8
4072,94.69,95.89,2066.50,3.94,Sedentary,9
2854,99.62,97.66,1951.56,5.02,Sedentary,7
1566,67.13,98.16,3086.78,4.93,Sedentary,7
3418,72.62,96.35,819.99,NULL,Sedentary,1
1935,NULL,96.12,7751.59,9.38,"Highly Active",2
2934,83.01,94.83,19842.24,9.37,Active,10
3708,106.14,98.64,7192.60,4.68,Active,5
4502,89.15,97.21,5335.58,9.13,Active,7
4016,108.18,96.81,4899.08,5.43,Active,9
2332,69.14,99.67,6285.94,8.97,Sedentary,10
4208,55.39,92.89,8679.93,7.16,"Highly Active",7
1201,97.56,99.05,11093.20,5.01,"Highly Active",9
4507,77.58,100.00,8388.75,8.98,"Highly Active",1
3360,61.60,93.82,8546.22,8.92,"Highly Active",10
1116,103.08,94.09,21217.17,4.91,"Highly Active",10
4737,215.19,95.10,16072.28,6.99,Active,6
1216,58.20,95.59,12157.85,3.59,"Highly Active",8
4874,84.02,100.00,310.30,5.91,Active,2
1574,55.47,97.46,7736.65,5.92,"Highly Active",9
3291,90.34,100.00,4248.54,5.89,Active,2
1536,57.72,97.25,6729.00,8.92,NULL,1
4740,78.77,97.41,8114.83,4.50,"Highly Active",6
3122,79.75,100.00,8778.32,6.16,Active,5
4877,78.97,92.89,14250.72,7.63,"Highly Active",4
1385,55.68,98.22,16854.93,4.53,"Highly Active",2
4974,72.08,99.09,6534.56,5.17,Sedentary,6
4281,95.60,100.00,15721.07,8.17,Sedentary,2
1474,71.97,99.79,10125.93,8.52,Sedentary,5
3394,68.32,100.00,251.65,7.79,"Highly Active",1
4600,56.13,100.00,69.56,8.84,Sedentary,7
3687,42.27,99.30,6183.77,5.89,"Highly Active",2
1938,72.35,95.98,5161.06,7.69,Active,3
1954,76.50,98.30,8343.58,5.87,Sedentary,1
1875,85.48,99.64,12952.91,4.47,Active,8
1762,82.01,97.44,1257.59,6.51,"Highly Active",10
2202,84.22,99.40,13586.61,6.13,"Highly Active",3
1663,NULL,96.86,15033.64,5.99,"Highly Active",9
1024,62.38,98.30,13302.58,6.16,"Highly Active",5
2990,70.24,95.26,8357.14,6.92,Active,6
2203,NULL,98.51,2497.02,8.06,Active,8
1709,69.15,96.57,686.48,8.06,Sedentary,8
4572,73.35,99.16,10538.29,6.37,"Highly Active",6
2879,81.06,95.73,1720.22,5.68,Sedentary,7
2184,92.51,100.00,4070.45,8.51,Sedentary,1
3224,77.13,95.95,5297.96,6.35,Active,10
1062,68.85,97.70,4678.34,6.76,"Highly Active",6
2002,83.10,99.04,8301.40,3.76,Sedentary,8
1661,70.57,99.46,11775.50,5.80,Active,7
3713,67.99,97.60,8739.40,5.69,Active,10
3203,61.02,97.67,2491.75,5.32,"Highly Active",6
4953,92.90,97.62,15729.14,7.07,Sedentary,5
2492,73.18,94.08,5598.45,8.12,Active,5
4120,73.27,99.67,4383.33,9.04,"Highly Active",5
1966,85.20,98.08,5990.44,5.76,Active,5
1848,54.56,97.32,4620.97,6.08,"Highly Active",6
2107,75.63,97.74,9848.62,5.48,"Highly Active",5
4432,97.58,97.11,3821.11,7.31,Active,5
1688,74.04,93.92,10495.40,3.70,Active,1
1147,78.29,97.12,9994.34,5.92,NULL,3
4701,77.96,97.99,2269.17,6.94,"Highly Active",1
1341,90.92,96.38,706.03,5.57,Active,3
3523,78.02,98.10,13324.69,5.86,"Highly Active",1
2086,112.03,99.70,1295.20,7.99,Sedentary,6
2724,78.47,96.81,221.75,6.41,"Highly Active",6
2383,68.46,95.12,3602.97,8.29,"Highly Active",6
3608,97.68,98.10,2052.61,8.96,Sedentary,7
2792,66.01,100.00,1323.85,6.06,Active,1
2759,57.17,97.03,9681.60,8.87,NULL,10
4212,82.18,98.07,10708.65,2.71,Sedentary,10
3262,63.34,96.28,5540.13,7.66,Active,4
3482,66.51,99.11,1016.36,10.21,Sedentary,9
4962,69.55,99.05,4845.79,7.52,Sedentary,2
1951,87.49,99.24,2993.22,6.78,"Highly Active",2
1722,82.25,96.83,1577.91,5.80,Active,8
3079,83.41,97.49,21984.69,8.24,"Highly Active",4
3717,73.40,97.97,5810.32,7.62,"Highly Active",7
4376,65.00,99.04,6127.15,8.05,Active,9
1428,65.13,99.68,18466.33,NULL,Sedentary,3
1285,77.30,99.80,1037.36,7.96,"Highly Active",3
4215,90.17,95.67,8282.11,5.10,Sedentary,3
4495,82.49,96.54,7475.27,6.47,"Highly Active",6
4090,67.62,98.05,9.72,6.67,"Highly Active",6
3065,55.80,98.19,13450.16,4.70,"Highly Active",2
1768,88.24,100.00,7567.07,4.87,NULL,5
3637,79.98,99.27,1524.47,5.56,Active,7
2394,89.54,98.55,22.71,8.06,Sedentary,1
4246,81.88,96.66,25104.30,6.21,Active,3
4057,102.07,97.00,9836.34,6.69,Active,3
1193,71.75,96.08,3179.48,6.96,Sedentary,7
3549,75.62,97.04,3969.16,7.45,Active,5
1987,86.86,100.00,5418.38,7.25,"Highly Active",1
2136,87.95,97.78,8876.54,6.60,Active,6
3161,79.91,98.36,1329.07,6.29,Sedentary,10
4293,51.13,97.12,1524.73,8.14,Active,7
2701,48.48,96.13,346.31,5.76,"Highly Active",6
1946,69.21,98.29,29778.75,8.54,Sedentary,1
1830,75.33,98.30,14588.14,5.64,"Highly Active",6
4715,46.98,100.00,5635.72,6.07,Sedentary,7
2920,74.55,97.02,3938.19,7.56,Sedentary,7
4335,84.77,97.12,1897.52,10.05,Sedentary,4
3972,74.11,96.45,6326.78,3.60,"Highly Active",1
1054,79.43,98.44,8209.81,7.80,"Highly Active",4
4942,83.82,100.00,8179.85,7.21,Active,2
4714,50.98,100.00,45.20,5.82,"Highly Active",3
1799,84.79,100.00,8475.55,NULL,Sedentary,8
2481,71.43,98.66,854.51,5.31,"Highly Active",3
2901,65.08,98.90,9856.26,7.14,Sedentary,10
3209,91.11,95.05,12130.68,4.99,"Highly Active",1
3134,95.72,93.42,8716.15,5.50,"Highly Active",6
1054,110.88,97.52,712.33,5.82,Active,2
4547,NULL,94.70,7333.02,8.11,"Highly Active",10
2201,84.19,97.77,13272.94,6.45,Sedentary,1
4462,60.10,99.90,4209.95,7.22,Active,6
4420,70.92,98.05,3911.49,6.89,Active,2
1832,64.31,100.00,19055.05,7.05,"Highly Active",3
1312,76.23,97.93,254.55,4.96,"Highly Active",7
3806,89.23,95.63,4652.80,5.77,"Highly Active",8
2858,73.83,96.73,1228.46,8.89,"Highly Active",7
3007,59.42,95.99,2238.60,7.46,"Highly Active",1
1786,92.47,97.82,7679.24,6.50,Sedentary,8
3490,95.84,97.44,969.11,7.17,Active,6
2790,80.53,97.59,79.34,5.29,"Highly Active",7
1327,60.27,98.95,9091.16,6.92,"Highly Active",6
4125,61.83,100.00,7177.75,5.82,Sedentary,10
3808,40.00,98.15,16307.13,5.63,Sedentary,2
4310,66.12,96.37,5470.94,6.31,Active,10
4300,90.98,100.00,20345.17,5.60,Active,9
4122,60.66,99.10,3427.45,7.12,"Highly Active",5
4680,NULL,98.27,6563.74,6.09,"Highly Active",6
4675,92.27,98.79,9681.15,2.22,Active,8
4054,66.96,93.32,2989.05,5.20,"Highly Active",3
2287,82.64,94.81,3262.36,4.88,Active,8
4489,61.98,99.75,6958.58,7.06,Sedentary,2
4874,69.86,100.00,4256.39,5.41,"Highly Active",3
3143,47.70,94.39,5240.22,5.75,Active,4
2111,80.40,96.25,28153.50,7.76,"Highly Active",10
4149,73.46,96.67,313.33,5.33,"Highly Active",2
2311,64.92,96.12,7306.89,6.80,Active,2
4191,73.62,98.61,17937.24,5.57,"Highly Active",10
3861,71.77,99.49,1886.25,5.79,Sedentary,1
3538,62.59,95.96,1668.05,4.75,Active,1
4983,80.98,95.16,3156.88,5.72,Sedentary,9
1451,70.53,95.65,538.76,7.26,"Highly Active",3
2523,72.99,97.09,5751.40,5.05,NULL,1
1164,53.09,100.00,7258.52,5.43,"Highly Active",10
1181,73.12,98.13,11999.19,9.78,Active,8
3516,72.31,100.00,479.27,6.89,Active,9
1909,62.62,99.58,4011.20,7.01,Sedentary,2
3782,82.97,96.75,10734.04,NULL,"Highly Active",4
1822,43.38,98.27,10236.24,8.06,Sedentary,9
1943,67.77,96.95,535.45,8.31,Sedentary,3
3001,79.65,95.81,80.23,5.59,Active,7
3054,106.48,97.39,10705.59,8.10,Sedentary,7
1329,54.51,99.58,1039.32,8.51,Active,5
1774,76.33,96.85,6035.76,3.40,"Highly Active",5
4744,83.22,97.52,692.91,7.79,"Highly Active",6
3198,75.95,96.82,2451.98,5.35,Sedentary,1
4156,56.51,100.00,1204.14,8.49,Sedentary,9
1146,67.74,97.64,9333.11,5.30,Sedentary,2
4695,40.00,97.36,7818.67,7.41,"Highly Active",10
4452,75.06,97.41,1017.65,3.86,Active,4
1914,NULL,98.65,428.14,8.17,Active,4
2571,81.83,98.17,4395.91,6.61,"Highly Active",2
2308,65.20,99.93,1523.16,8.44,Active,1
3747,63.79,97.23,57.23,5.43,Active,2
1081,77.50,100.00,2148.27,6.82,Active,4
1513,78.90,96.55,1696.67,8.78,Sedentary,4
2920,88.07,98.24,8085.37,6.46,Active,8
3862,71.08,98.94,13806.08,7.14,Sedentary,1
3756,73.41,97.96,1899.34,7.55,"Highly Active",1
2939,54.21,98.03,1766.63,4.17,"Highly Active",4
4594,96.73,96.24,3434.49,5.72,Active,3
1745,60.98,99.35,1325.91,8.21,Active,7
4070,85.87,98.32,20537.86,3.43,"Highly Active",3
2409,85.98,98.06,1953.61,8.18,Sedentary,8
1706,81.00,94.20,685.83,5.62,Active,1
1470,71.44,99.13,5697.54,9.58,"Highly Active",3
4190,69.56,99.25,5399.57,7.16,Sedentary,3
4088,74.61,97.54,2735.63,8.65,"Highly Active",7
1933,71.61,96.07,2877.29,5.83,"Highly Active",7
2279,74.51,95.53,6933.89,8.66,Active,5
2757,59.64,96.30,6485.61,5.11,NULL,1
1904,77.79,99.07,5267.41,8.11,Sedentary,7
4297,NULL,99.18,3171.49,2.89,Active,6
2076,NULL,99.16,3906.03,6.68,Active,4
3987,92.12,97.49,11008.61,5.66,Active,6
2890,95.39,100.00,6577.75,4.44,"Highly Active",10
2523,53.35,93.09,8819.06,NULL,Active,8
4577,NULL,95.98,2267.81,3.28,"Highly Active",4
3901,NULL,98.51,16972.64,8.58,"Highly Active",8
2303,92.89,97.45,6339.13,8.08,Sedentary,9
1592,81.22,98.09,11712.24,5.33,"Highly Active",4
3761,95.60,97.41,14084.34,3.57,Sedentary,3
4229,55.99,95.24,2695.02,5.82,"Highly Active",2
3679,NULL,99.66,4310.07,7.35,Active,5
3106,76.41,99.67,248.59,5.15,"Highly Active",1
4798,92.59,100.00,10916.72,6.89,NULL,8
1127,81.82,94.23,931.30,7.53,Sedentary,8
3768,101.65,96.27,32826.72,6.59,Active,6
4953,70.58,97.75,17484.86,8.25,"Highly Active",4
4186,61.25,96.70,2803.59,7.77,"Highly Active",4
4280,63.37,96.08,1774.14,6.36,"Highly Active",4
3573,55.02,99.24,2029.59,8.22,Sedentary,3
1520,41.29,100.00,8081.52,7.84,Active,2
3599,73.25,100.00,9057.21,6.25,"Highly Active",3
1236,51.68,100.00,1707.83,7.57,Sedentary,6
2304,79.71,95.77,1920.97,6.91,"Highly Active",3
4430,89.76,97.74,2734.61,7.32,Sedentary,4
4272,80.65,97.89,3973.97,9.32,Sedentary,6
2781,75.66,99.07,17462.23,5.29,Sedentary,8
2301,51.89,99.47,188.06,6.88,"Highly Active",10
4306,87.69,97.07,7116.60,6.55,Active,4
3541,104.20,100.00,13848.19,7.68,Sedentary,2
3713,55.04,98.72,1710.05,5.65,Sedentary,8
1441,73.83,96.87,4533.83,6.40,Sedentary,8
3076,NULL,100.00,16877.48,7.21,"Highly Active",1
4180,69.03,100.00,860.85,5.81,Active,6
3657,75.41,99.39,30680.45,2.52,Sedentary,1
4798,NULL,97.99,1085.32,5.07,NULL,7
1804,76.61,100.00,1075.47,8.62,Sedentary,10
3885,79.47,97.87,12335.94,NULL,"Highly Active",10
4217,55.30,100.00,270.59,9.20,Active,10
3175,64.26,97.96,1290.03,6.01,NULL,8
4924,89.79,98.05,20766.97,4.20,Sedentary,8
3089,77.83,98.44,2293.17,6.04,"Highly Active",2
2379,106.53,96.18,86.21,7.59,Sedentary,10
1040,79.02,95.71,2051.60,5.65,Sedentary,7
3081,51.22,97.63,17376.45,6.90,Active,1
4088,90.02,100.00,1180.23,6.07,Sedentary,2
2700,59.38,98.53,1778.95,7.66,Active,1
4224,58.03,100.00,4077.90,8.34,Active,4
4045,67.28,99.07,9656.69,6.77,"Highly Active",10
2401,89.94,99.73,7524.89,7.38,Sedentary,6
1587,69.48,99.26,2777.62,4.32,Active,1
2622,62.38,100.00,480.59,8.59,Active,1
4700,93.19,98.12,2041.46,5.70,Active,10
4945,90.63,98.19,1735.31,5.21,Active,4
1341,100.01,95.88,148.95,7.83,Active,10
3074,95.27,99.79,25833.36,5.92,Active,2
4896,90.88,97.02,2064.09,5.46,Sedentary,6
4358,NULL,99.46,12678.10,6.06,Sedentary,4
1645,84.89,98.38,4643.24,4.68,Active,2
1167,102.84,98.19,1133.95,8.03,Sedentary,7
1609,77.57,97.14,821.03,8.25,Sedentary,3
3315,67.62,95.14,17.26,6.60,Sedentary,1
2772,61.74,98.67,8872.04,5.48,"Highly Active",7
3040,89.69,100.00,2560.78,7.12,Active,5
3868,65.00,96.05,14300.68,3.66,"Highly Active",7
1454,76.61,92.64,7032.12,8.26,Active,3
3953,61.80,100.00,6029.83,6.40,Sedentary,1
2708,72.62,94.78,4670.88,4.95,"Highly Active",4
4472,81.58,100.00,2090.48,8.73,"Highly Active",4
3969,79.04,100.00,468.13,6.56,Sedentary,9
4028,86.07,98.17,4103.47,5.86,Active,1
4547,54.39,96.72,730.68,9.57,Active,3
1701,73.25,100.00,16531.23,5.71,Active,9
3681,67.95,98.33,12376.13,7.62,Sedentary,8
4629,60.26,100.00,6768.69,7.54,"Highly Active",2
2599,63.76,99.08,4215.98,5.23,Sedentary,9
1129,61.59,100.00,4238.46,6.29,Sedentary,1
4067,80.25,99.61,4372.08,6.12,Sedentary,4
2386,88.13,98.73,944.37,3.55,Sedentary,4
4776,79.92,97.89,5304.48,3.24,Active,10
3866,77.38,97.16,11724.06,5.83,Sedentary,10
1692,76.18,96.18,4995.25,5.01,Sedentary,7
4363,85.13,97.77,96.86,5.10,Active,2
2394,43.40,96.00,1964.39,5.87,"Highly Active",9
1793,74.11,97.18,7730.68,6.51,Sedentary,4
1028,79.76,98.47,19047.90,6.03,"Highly Active",1
1148,101.84,99.06,15693.60,5.44,Active,4
4850,58.33,100.00,12109.58,9.40,"Highly Active",7
2319,57.80,98.51,20993.15,6.20,"Highly Active",3
3058,40.94,98.97,2298.73,NULL,"Highly Active",4
4583,54.14,97.58,87.33,4.65,Sedentary,10
3723,72.73,98.02,3062.75,8.50,Active,10
2136,64.14,98.15,6022.86,5.68,Sedentary,3
1186,63.82,100.00,2663.35,10.70,Active,9
3854,75.34,98.85,316.47,4.53,Sedentary,6
3791,83.73,95.62,4953.38,4.90,"Highly Active",6
2250,75.19,98.47,1559.35,6.22,Active,8
2333,75.40,96.31,9102.65,5.97,"Highly Active",4
1097,81.05,96.70,654.04,4.74,Active,9
1054,47.51,98.10,22211.59,8.71,Active,3
3670,76.93,98.89,14650.84,8.55,Active,7
3711,73.88,98.77,14492.22,5.99,Active,8
1405,66.24,94.93,7028.00,8.63,Active,7
3116,71.92,97.74,384.37,6.49,"Highly Active",2
4383,81.04,97.87,7601.79,5.50,Sedentary,3
2312,99.14,97.82,9618.55,8.42,Sedentary,2
2785,49.63,98.43,981.43,8.19,Active,8
4619,83.58,97.15,6695.34,4.62,Active,5
1750,93.27,99.83,4562.26,8.62,Active,5
4219,55.94,99.34,4476.47,4.97,Sedentary,10
4538,72.31,99.65,1557.30,7.07,Active,3
2762,79.14,100.00,9414.41,5.28,Sedentary,10
4315,105.13,98.95,18143.51,6.75,"Highly Active",4
4562,107.60,98.11,10851.69,6.67,"Highly Active",9
4920,55.94,97.80,3223.50,9.85,"Highly Active",6
4578,77.99,98.15,3169.77,5.34,Sedentary,4
1364,83.35,94.34,1869.89,5.80,Active,10
3026,78.01,96.81,24112.67,6.99,Sedentary,5
1481,60.78,100.00,10918.42,6.03,Active,10
3248,60.12,94.28,10026.20,3.20,Sedentary,9
1153,51.88,98.69,564.16,7.61,Sedentary,2
4521,44.69,99.10,1492.56,8.50,Sedentary,7
2524,51.54,97.83,130.84,7.15,"Highly Active",6
3120,92.42,96.65,10493.08,5.82,NULL,3
3760,85.65,95.88,2282.47,6.81,Active,5
3343,83.30,98.38,992.75,NULL,Active,9
2040,71.66,97.38,1405.32,8.09,"Highly Active",6
2664,74.38,100.00,7173.60,7.25,Active,7
2240,70.97,98.96,3972.40,5.70,Sedentary,1
1060,51.20,97.21,19858.71,6.62,Active,1
1938,84.72,98.60,3188.75,8.05,Active,6
2639,87.79,96.65,12565.08,8.25,Active,1
3089,57.75,97.63,5534.78,6.39,NULL,2
1024,NULL,94.44,8553.71,9.72,Sedentary,1
2062,NULL,97.28,1293.02,8.55,Active,10
4874,80.14,99.09,9675.68,7.29,Active,4
1130,NULL,97.66,626.83,5.91,Sedentary,9
4569,96.20,99.79,8223.65,5.95,"Highly Active",4
2252,59.13,100.00,4385.20,6.80,Active,3
